Age,MaritalStatus,NumberOfDependents,EducationLevel,EmploymentStatus,Experience,AnnualIncome,SavingsAccountBalance,MonthlyDebtPayments,CreditScore,DebtToIncomeRatio,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,LengthOfCreditHistory,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LoanAmount,LoanPurpose,LoanDuration,RiskScore,LoanApproved
20,Single,,Master's,Unemployed,0.0,100000.0,17694.0,844,471.0,0.101,32.1,2,2,1.1,0,1,56.1,278182,Debt Consolidation,240,33.1,1
18,Single,0.0,High School,Employed,0.0,249885.0,216926.0,3036,309.0,0.146,52.6,5,1,0.0,0,1,39.1,347814,Home,48,39.7,1
21,Married,0.0,Bachelor's,Employed,2.0,101930.0,6000.0,1131,369.0,0.133,70.3,5,1,1.8,0,0,40.3,203238,Education,48,38.0,1
24,Single,0.0,Master's,Self-Employed,7.0,427293.0,66719.0,5850,526.0,0.164,58.1,4,2,3.0,1,0,35.1,972032,Auto,48,41.5,1
18,Single,0.0,Bachelor's,Employed,1.0,436027.0,43644.0,1492,416.0,0.041,30.4,5,4,0.0,0,0,57.8,1078820,Debt Consolidation,12,34.0,1
28,Married,1.0,PhD,Employed,10.0,835096.0,186859.0,13725,544.0,0.197,52.4,5,3,6.4,0,0,62.9,796014,Debt Consolidation,60,20.7,1
24,Single,1.0,Bachelor's,Self-Employed,3.0,325795.0,153007.0,3456,455.0,0.127,49.1,1,0,4.1,0,1,48.0,593628,Home,36,38.1,1
27,Single,2.0,Master's,Employed,5.0,182077.0,7028.0,1715,409.0,0.113,89.5,3,4,3.4,0,0,50.0,426145,Debt Consolidation,60,39.6,1
28,Single,2.0,High School,Self-Employed,6.0,187677.0,20249.0,1153,406.0,0.074,53.3,4,1,4.3,0,0,42.6,146258,Home,36,29.6,1
22,Married,0.0,Bachelor's,Self-Employed,3.0,182966.0,11263.0,1494,358.0,0.098,18.5,3,3,1.7,0,0,37.1,115844,Home,24,29.8,1
24,Married,0.0,Master's,Employed,3.0,406219.0,49367.0,9907,515.0,0.293,,6,1,3.8,0,0,61.9,273443,Education,120,25.9,1
24,Married,1.0,Master's,Unemployed,6.0,100000.0,7986.0,644,433.0,0.077,42.3,3,0,2.3,0,0,57.1,293086,Home,120,40.2,1
21,Single,0.0,High School,Employed,3.0,,3119.0,863,436.0,0.102,45.4,1,0,2.1,0,0,45.9,224719,Education,12,39.8,1
28,Divorced,2.0,Bachelor's,Unemployed,11.0,100000.0,10484.0,1609,371.0,0.193,53.0,8,2,3.2,0,0,44.3,172192,Auto,12,33.8,1
28,Married,3.0,Master's,Employed,6.0,643334.0,178870.0,11784,453.0,0.22,65.9,4,3,5.7,0,0,58.8,1435439,Auto,24,34.8,1
23,Single,1.0,Bachelor's,Unemployed,0.0,100000.0,1619.0,1458,396.0,0.175,24.8,6,3,1.7,0,1,48.9,127724,Business,24,32.6,1
21,Married,0.0,Bachelor's,Employed,0.0,155285.0,5343.0,2128,426.0,0.164,60.8,4,1,2.0,0,1,47.4,100183,Business,36,38.8,0
19,Single,1.0,Master's,Employed,,148240.0,36844.0,1047,390.0,0.085,61.4,2,4,0.8,0,0,33.6,154122,Education,120,35.8,1
25,Single,2.0,High School,Employed,8.0,171835.0,8854.0,2202,449.0,0.154,81.6,4,1,3.0,0,1,44.4,327705,Debt Consolidation,60,34.9,1
22,Single,1.0,Bachelor's,Employed,5.0,195842.0,8986.0,2941,456.0,0.18,40.7,2,1,1.7,0,0,65.2,385708,Home,120,37.1,1
18,Married,1.0,High School,Unemployed,0.0,100000.0,2829.0,251,377.0,0.03,69.7,2,1,0.0,1,0,39.3,241787,Debt Consolidation,240,46.4,1
27,Married,3.0,High School,Self-Employed,10.0,190032.0,3121.0,2141,422.0,0.135,82.1,4,4,6.1,1,1,40.7,527880,Auto,120,55.5,0
27,Married,2.0,Master's,Employed,6.0,225421.0,123057.0,2528,502.0,0.135,68.0,4,2,3.5,0,0,44.0,151459,Home,36,37.0,1
25,Single,3.0,Bachelor's,Employed,5.0,119595.0,10366.0,833,492.0,0.084,82.5,2,2,4.8,0,0,35.4,200735,Personal,36,37.4,1
28,Married,1.0,Bachelor's,Self-Employed,4.0,441696.0,59233.0,736,424.0,0.02,15.8,4,2,6.2,1,0,18.8,291694,Business,60,45.8,1
23,Single,0.0,High School,Self-Employed,3.0,100000.0,22997.0,745,457.0,0.089,68.8,4,1,2.1,0,0,51.0,70819,Education,180,36.4,1
18,Single,1.0,High School,Employed,0.0,106902.0,75012.0,2480,489.0,0.278,52.2,2,2,0.0,0,0,72.5,53572,Home,60,33.6,1
24,Single,1.0,PhD,Employed,3.0,363897.0,12803.0,6029,467.0,0.199,50.6,4,3,3.4,0,1,47.9,1025563,Personal,240,49.0,1
20,Single,1.0,High School,Self-Employed,5.0,161056.0,5103.0,677,392.0,0.05,42.7,2,1,0.7,1,0,36.5,409969,Debt Consolidation,12,44.8,1
21,Married,0.0,Bachelor's,Employed,0.0,132557.0,78643.0,220,,0.02,49.8,4,3,2.3,0,1,57.4,108166,Business,48,41.8,1
18,Single,1.0,Bachelor's,Self-Employed,0.0,481765.0,70088.0,802,424.0,0.02,41.3,0,3,0.0,1,1,39.4,939147,Business,60,45.1,1
21,Single,0.0,PhD,Unemployed,4.0,100000.0,36758.0,2419,435.0,0.29,47.8,1,1,2.0,0,0,56.0,114105,Home,12,40.3,1
24,Married,0.0,Bachelor's,Employed,0.0,160381.0,34372.0,2553,341.0,0.191,92.1,1,4,2.7,0,0,59.7,347613,Auto,24,46.2,1
22,Married,0.0,PhD,Employed,3.0,298344.0,151426.0,3780,550.0,0.152,36.1,3,5,2.0,0,0,74.5,874699,Home,36,15.6,0
23,Single,0.0,Master's,Self-Employed,1.0,1075397.0,26743.0,15056,514.0,0.168,20.1,3,3,2.1,0,0,58.1,1696078,Business,12,30.7,1
24,Married,0.0,Bachelor's,Self-Employed,0.0,667518.0,99057.0,5261,429.0,0.095,42.2,6,2,4.3,1,1,22.2,1366214,Business,12,39.7,1
27,Single,0.0,Bachelor's,Employed,2.0,178727.0,40040.0,796,438.0,0.053,27.1,3,1,4.5,0,0,60.1,136316,Business,60,26.5,1
26,Married,1.0,Bachelor's,Self-Employed,2.0,499468.0,80046.0,5023,417.0,0.121,25.8,1,0,6.4,0,1,37.4,513867,Business,120,36.4,1
28,Divorced,1.0,High School,Self-Employed,6.0,210378.0,8755.0,1721,492.0,0.098,53.0,3,2,4.7,1,0,33.1,178892,Personal,240,33.5,1
18,Married,0.0,Bachelor's,Unemployed,0.0,100000.0,28595.0,961,300.0,0.115,33.4,3,1,0.0,0,0,41.4,159041,Debt Consolidation,60,35.2,1
19,Single,0.0,Master's,Unemployed,0.0,100000.0,6203.0,2296,419.0,0.276,59.5,1,1,0.4,0,0,43.5,115747,Auto,48,39.2,1
28,Married,1.0,PhD,Employed,4.0,395695.0,8508.0,659,462.0,0.02,46.4,3,1,7.3,0,0,57.3,488833,Home,120,28.9,1
21,Single,0.0,Master's,Unemployed,2.0,120383.0,10162.0,309,342.0,0.031,43.6,3,0,2.1,0,1,41.1,202768,Debt Consolidation,120,41.4,1
20,Single,0.0,Bachelor's,Unemployed,0.0,100000.0,16089.0,534,456.0,0.064,76.9,6,1,1.0,1,0,40.5,183265,Home,60,48.4,1
20,Single,0.0,Master's,Unemployed,1.0,100000.0,13035.0,2242,391.0,0.269,27.8,3,0,1.2,1,0,34.6,213808,Personal,36,50.6,0
23,Single,0.0,Bachelor's,Unemployed,6.0,127836.0,38542.0,447,398.0,0.042,13.5,5,1,3.5,0,0,41.0,152162,Business,180,22.2,1
26,Married,1.0,PhD,Self-Employed,3.0,326539.0,18722.0,2196,491.0,0.081,61.9,3,1,4.8,0,0,55.4,952516,Debt Consolidation,36,29.6,0
18,Married,0.0,Bachelor's,Employed,0.0,215187.0,75537.0,933,467.0,,83.9,6,1,0.0,0,0,61.8,208913,Auto,36,37.5,1
27,Married,2.0,Bachelor's,Self-Employed,6.0,425982.0,10595.0,4385,469.0,0.124,14.6,5,3,7.0,0,0,37.2,657795,Auto,12,25.9,1
20,Married,0.0,Master's,Unemployed,0.0,100000.0,21241.0,1490,404.0,0.179,45.9,1,2,1.4,0,0,61.0,201002,Auto,48,27.0,1
28,Married,0.0,Bachelor's,Employed,3.0,317149.0,94667.0,1321,555.0,0.05,41.3,3,1,3.3,0,0,60.8,403225,Home,240,18.3,1
18,Single,1.0,Bachelor's,Employed,0.0,118565.0,5705.0,1333,448.0,0.135,55.3,1,3,0.0,0,0,44.5,63096,Business,60,32.6,1
26,Married,0.0,High School,Employed,4.0,107485.0,3686.0,2189,493.0,0.244,23.7,3,0,2.4,0,0,62.7,267102,Home,60,35.0,1
27,Divorced,0.0,Bachelor's,Employed,,208209.0,29251.0,876,564.0,0.05,24.2,3,1,3.5,0,0,67.4,170344,Education,180,26.7,1
24,Married,0.0,High School,Employed,6.0,128339.0,42800.0,1860,381.0,0.174,77.7,3,2,4.5,0,1,55.2,193478,Auto,24,48.3,1
27,Single,0.0,Bachelor's,Employed,9.0,300388.0,,4881,393.0,0.195,52.0,1,2,3.8,0,0,44.3,194582,Education,12,43.3,1
29,Single,0.0,PhD,Employed,2.0,261326.0,165857.0,5825,463.0,0.267,29.3,4,2,4.6,1,0,28.0,468688,Home,120,48.6,1
23,Single,0.0,Bachelor's,Employed,5.0,220085.0,5809.0,2468,489.0,0.135,48.0,5,4,2.6,0,0,51.1,272673,Business,12,28.4,1
22,Single,0.0,High School,Self-Employed,2.0,208882.0,23100.0,2904,447.0,0.167,55.7,3,1,1.3,0,0,41.4,464767,Home,120,25.5,1
22,Single,1.0,Bachelor's,Employed,3.0,225776.0,14840.0,2735,432.0,0.145,68.0,3,5,2.5,0,1,57.5,350521,Home,48,40.7,1
26,Single,1.0,Master's,Employed,8.0,555486.0,157398.0,4427,471.0,0.096,53.1,4,2,4.2,0,0,53.5,1225835,Debt Consolidation,36,24.4,1
23,Single,0.0,Bachelor's,Employed,3.0,100000.0,1468.0,388,570.0,0.047,8.4,1,2,3.3,0,0,56.5,247883,Home,36,18.3,1
20,Married,1.0,Bachelor's,Employed,1.0,156276.0,6602.0,315,448.0,0.024,48.0,3,0,1.3,0,0,47.7,452264,Home,120,27.6,1
27,Married,2.0,Bachelor's,Employed,6.0,265407.0,42375.0,3265,404.0,0.148,42.8,2,1,5.2,0,1,53.5,149485,Education,12,37.4,1
20,Single,0.0,PhD,Employed,4.0,209145.0,119329.0,4005,437.0,0.23,37.8,5,3,1.3,0,0,42.5,553652,Home,24,38.9,1
22,Single,0.0,PhD,Unemployed,1.0,100000.0,43755.0,961,479.0,0.115,41.1,2,2,2.1,0,0,61.0,163631,Auto,60,21.2,1
25,Married,1.0,Bachelor's,Employed,4.0,224566.0,28779.0,2098,540.0,0.112,15.5,3,2,2.8,0,0,53.9,650753,Auto,60,30.0,1
30,Married,0.0,Master's,Employed,8.0,268243.0,26413.0,4926,461.0,0.22,30.6,5,2,4.5,0,0,46.5,493908,Education,48,24.3,1
23,Married,0.0,High School,Employed,6.0,159746.0,18927.0,2871,,0.216,21.8,5,3,2.7,1,0,43.0,200654,Auto,120,48.6,1
20,Single,0.0,Bachelor's,Employed,2.0,231043.0,6354.0,2888,504.0,0.15,36.0,4,2,0.8,0,0,64.4,363790,Business,120,29.7,1
26,Married,2.0,Master's,Self-Employed,3.0,502682.0,146787.0,8461,394.0,0.202,58.3,4,3,5.3,0,0,46.8,756585,Debt Consolidation,180,35.0,1
24,Single,0.0,Bachelor's,Employed,0.0,582645.0,41508.0,5439,438.0,0.112,60.9,3,3,3.5,1,0,29.3,939881,Education,60,51.2,0
22,Single,0.0,Bachelor's,Employed,0.0,100000.0,36194.0,736,526.0,0.088,68.7,1,1,2.9,0,0,57.8,91521,Debt Consolidation,180,31.5,1
23,Married,0.0,Master's,Self-Employed,3.0,627224.0,206749.0,6483,440.0,0.124,26.1,3,3,2.0,0,0,38.6,698527,Business,36,31.1,1
22,Single,0.0,Bachelor's,Employed,2.0,100000.0,4653.0,1885,413.0,0.226,56.7,1,2,2.3,0,0,49.4,85681,Auto,60,36.5,1
27,Married,2.0,Bachelor's,Employed,8.0,145999.0,3656.0,357,337.0,0.029,63.0,3,2,6.5,0,0,29.8,79933,Business,120,39.3,1
23,Single,0.0,Bachelor's,Employed,7.0,133388.0,5805.0,3112,300.0,0.28,55.7,1,6,2.2,1,0,25.1,237527,Personal,180,51.0,0
26,Married,2.0,Bachelor's,Self-Employed,6.0,162194.0,31655.0,1828,363.0,0.135,55.1,4,2,2.8,0,0,39.6,178294,Debt Consolidation,48,26.0,1
21,Married,0.0,High School,Self-Employed,0.0,100000.0,28456.0,610,508.0,0.073,23.2,2,2,1.2,0,0,48.7,219788,Auto,24,22.5,1
26,Married,1.0,Bachelor's,Employed,2.0,187376.0,98332.0,1467,468.0,0.094,26.8,2,2,6.0,0,1,61.5,370674,Education,180,35.3,1
26,Single,2.0,Master's,Self-Employed,4.0,279479.0,32690.0,655,494.0,0.028,68.8,6,2,4.5,0,0,62.4,195482,Home,60,16.4,1
26,Single,1.0,Bachelor's,Employed,9.0,220202.0,162976.0,2716,471.0,0.148,54.0,3,0,6.0,0,0,48.4,398646,Home,120,32.8,1
23,Married,0.0,Master's,Employed,4.0,,111489.0,8878,438.0,0.302,22.5,3,6,3.0,0,0,43.5,442461,Education,36,32.5,1
26,Married,1.0,Master's,Self-Employed,5.0,229412.0,49428.0,2835,486.0,0.148,46.7,3,1,4.5,0,1,53.5,293034,Education,36,36.9,1
25,Married,1.0,Bachelor's,Employed,4.0,242789.0,10382.0,4923,346.0,0.243,61.1,3,1,5.5,0,0,52.9,527654,Education,180,40.9,1
20,Single,0.0,Bachelor's,Employed,0.0,125446.0,73873.0,1200,410.0,0.115,28.1,3,0,0.6,0,0,54.0,110981,Education,240,26.1,1
26,Married,1.0,Master's,Employed,5.0,740535.0,554838.0,14345,489.0,0.232,70.5,4,2,5.6,0,0,54.4,405097,Education,36,28.7,1
23,Single,0.0,Master's,Employed,3.0,334314.0,13791.0,2880,515.0,,46.5,2,0,3.8,0,0,48.0,262969,Debt Consolidation,60,33.8,1
19,Single,0.0,High School,Unemployed,2.0,100000.0,59196.0,527,,0.063,50.6,0,2,0.5,0,0,48.5,214299,Debt Consolidation,12,31.2,1
18,Single,1.0,Master's,Employed,0.0,100000.0,15194.0,1188,388.0,0.143,86.4,3,3,0.0,0,0,46.7,219054,Home,60,43.7,1
20,Single,0.0,Master's,Employed,0.0,288619.0,36221.0,4016,345.0,0.167,55.1,6,1,1.3,1,0,11.5,164639,Education,48,46.5,1
26,Single,1.0,Master's,Self-Employed,2.0,280164.0,58377.0,3153,328.0,0.135,57.2,6,1,5.4,0,0,44.7,397557,Education,48,34.4,1
22,Single,0.0,High School,Employed,4.0,176175.0,48457.0,2116,437.0,0.144,44.7,0,0,2.1,0,1,43.2,287966,Debt Consolidation,24,38.0,1
23,Married,0.0,High School,Employed,2.0,100000.0,6088.0,2950,410.0,0.354,66.5,6,3,3.9,0,0,60.3,80852,Debt Consolidation,120,34.0,1
23,Single,1.0,Bachelor's,Self-Employed,4.0,100000.0,50615.0,1905,379.0,0.229,62.9,3,2,2.1,0,1,49.2,82747,Debt Consolidation,120,41.1,1
26,Married,0.0,PhD,Self-Employed,5.0,454473.0,7143.0,2464,404.0,0.065,56.2,3,3,3.2,0,1,62.4,333984,Home,180,32.0,1
19,Single,0.0,PhD,Self-Employed,4.0,234992.0,3799.0,5327,428.0,0.272,31.8,3,2,0.5,0,0,53.6,124694,Auto,48,36.4,1
22,Single,0.0,High School,Employed,2.0,100000.0,71870.0,2177,420.0,0.261,67.0,3,2,2.2,0,1,19.1,187160,Debt Consolidation,24,47.8,1
27,Single,,Bachelor's,Employed,2.0,149871.0,11730.0,2331,434.0,0.187,39.1,2,2,3.3,0,0,55.6,400484,Debt Consolidation,60,29.7,1
22,Single,0.0,High School,Employed,3.0,244602.0,58386.0,2926,378.0,0.144,56.6,2,2,1.4,0,0,38.5,521997,Education,120,36.1,0
20,Married,0.0,Bachelor's,Employed,0.0,226475.0,54392.0,4188,500.0,0.222,33.3,2,1,1.3,0,1,59.5,259596,Business,36,33.6,1
19,Single,0.0,Master's,Unemployed,1.0,100000.0,17824.0,617,423.0,0.074,66.9,1,2,0.8,0,0,36.8,232362,Education,120,30.8,1
20,Single,0.0,Bachelor's,Employed,0.0,100000.0,39576.0,797,366.0,0.096,22.6,2,1,0.8,0,0,45.5,55407,Auto,240,34.6,1
22,Single,0.0,Bachelor's,Employed,4.0,266297.0,32621.0,3534,388.0,0.159,45.3,2,3,1.9,0,1,55.9,386582,Business,36,40.9,1
22,Married,0.0,Master's,Employed,5.0,518819.0,41143.0,2008,327.0,0.046,68.9,2,1,3.0,0,0,51.2,587994,Debt Consolidation,12,35.5,1
21,Single,0.0,Bachelor's,Unemployed,0.0,100000.0,28125.0,370,461.0,0.044,51.4,3,2,1.1,1,1,41.3,142147,Home,36,49.5,1
19,Married,0.0,High School,Employed,0.0,100000.0,2630.0,166,388.0,0.02,39.6,3,3,0.5,0,0,45.7,298789,Home,36,32.9,1
24,Single,0.0,Bachelor's,Employed,2.0,232413.0,97936.0,3927,430.0,0.203,39.0,4,2,3.5,0,0,65.6,346420,Home,48,21.1,1
26,Divorced,,Master's,Employed,7.0,597733.0,324843.0,996,398.0,,68.8,4,3,5.3,0,0,46.0,1264224,Home,48,29.2,1
21,Married,0.0,Master's,Employed,5.0,778108.0,84921.0,6355,432.0,0.098,31.9,1,1,1.1,1,0,34.9,2152467,Debt Consolidation,60,40.7,1
23,Single,0.0,High School,Employed,7.0,100000.0,17286.0,558,370.0,0.067,70.9,2,3,3.8,0,0,37.4,145113,Personal,180,33.9,1
18,Single,0.0,Bachelor's,Employed,1.0,120861.0,20955.0,755,318.0,0.075,53.9,4,1,0.0,0,0,32.8,133241,Auto,36,34.1,1
27,Single,0.0,High School,Self-Employed,6.0,100801.0,1578.0,588,447.0,0.07,48.6,2,5,5.9,0,0,57.6,63550,Debt Consolidation,48,25.8,1
18,Single,0.0,Bachelor's,Unemployed,0.0,100000.0,23082.0,1742,549.0,0.209,63.6,3,1,0.0,0,0,66.3,78258,Home,180,28.8,1
21,Single,0.0,Bachelor's,Employed,2.0,300789.0,22911.0,3919,378.0,0.156,24.3,4,1,1.8,0,0,42.4,303679,Home,60,37.6,1
23,Single,0.0,Master's,Unemployed,4.0,100000.0,2032.0,678,,0.081,12.4,5,3,3.7,0,0,52.8,68917,Personal,60,22.5,1
26,Married,2.0,Master's,Employed,6.0,861784.0,27108.0,3155,546.0,0.044,40.7,6,2,4.0,1,0,42.9,1377101,Business,120,35.0,1
21,Single,0.0,Master's,Self-Employed,6.0,329617.0,149428.0,2000,351.0,0.073,54.6,6,2,1.9,0,1,41.4,610630,Debt Consolidation,24,52.5,0
29,Married,2.0,High School,Employed,5.0,100000.0,20449.0,2360,499.0,0.283,13.2,4,3,8.6,0,0,55.6,148197,Home,60,30.7,1
24,Married,0.0,Bachelor's,Employed,5.0,132637.0,32309.0,984,590.0,0.089,50.7,6,1,2.5,0,0,67.5,292925,Education,60,30.2,1
22,Single,0.0,Master's,Employed,2.0,706497.0,27519.0,3773,457.0,,34.4,2,2,2.6,0,0,68.4,1017736,Home,36,33.1,1
24,Single,0.0,High School,Employed,3.0,100000.0,21800.0,2302,412.0,0.276,33.2,3,4,3.3,0,0,50.8,193773,Personal,24,36.4,1
23,Single,0.0,Bachelor's,Employed,3.0,146171.0,43338.0,2471,517.0,0.203,75.9,3,1,2.6,0,0,42.5,422129,Home,60,28.4,1
23,Single,0.0,Bachelor's,Self-Employed,1.0,176049.0,10634.0,1328,424.0,0.091,59.6,2,1,3.8,1,1,41.5,292935,Business,180,48.5,1
24,Married,1.0,High School,Employed,3.0,130086.0,8009.0,1153,427.0,0.106,59.5,2,3,4.0,0,0,68.6,288975,Home,60,32.7,1
22,Single,0.0,PhD,Employed,2.0,135730.0,19359.0,1883,305.0,0.166,51.2,3,3,1.2,1,0,11.4,205339,Business,24,48.9,1
21,Single,0.0,Bachelor's,Unemployed,,100000.0,58324.0,2267,370.0,0.272,28.7,3,4,1.5,0,0,51.4,133538,Business,60,29.5,1
23,Single,0.0,High School,Unemployed,1.0,100000.0,95517.0,728,444.0,0.087,20.7,5,2,2.8,0,0,55.7,196017,Education,48,18.9,1
30,Single,2.0,Bachelor's,Self-Employed,9.0,385141.0,147365.0,5749,452.0,0.179,13.2,3,1,8.9,0,0,58.8,609565,Debt Consolidation,12,32.5,0
25,Married,2.0,Bachelor's,Employed,5.0,100000.0,50342.0,438,475.0,0.053,32.0,7,0,2.6,0,0,55.4,170707,Home,24,31.6,1
24,Single,1.0,Master's,Self-Employed,1.0,106036.0,40489.0,827,474.0,,30.3,5,3,4.3,1,0,41.2,257713,Home,240,38.8,1
24,Married,0.0,Master's,Employed,1.0,169048.0,49836.0,2910,396.0,0.207,88.8,4,1,1.9,1,0,39.9,421301,Home,48,56.5,0
30,Single,3.0,Bachelor's,Self-Employed,4.0,230278.0,261720.0,2704,532.0,0.141,41.5,4,3,5.4,0,1,72.3,236513,Auto,120,30.0,1
25,Married,2.0,High School,Employed,5.0,135130.0,24052.0,2716,399.0,0.241,41.5,3,2,4.3,0,0,40.7,202239,Debt Consolidation,12,31.3,1
23,Single,0.0,Master's,Unemployed,2.0,123195.0,13443.0,205,498.0,0.02,,7,1,3.2,0,0,69.9,256321,Business,120,20.2,1
21,Single,0.0,Bachelor's,Employed,0.0,105359.0,36004.0,1723,337.0,0.196,43.8,4,2,2.3,0,1,33.8,181288,Business,12,51.0,0
28,Divorced,2.0,PhD,Self-Employed,6.0,,310302.0,9384,350.0,0.141,59.2,7,4,4.8,0,0,41.7,643993,Education,12,37.4,0
23,Single,1.0,High School,Employed,5.0,257612.0,265840.0,4813,415.0,0.224,51.9,4,2,3.0,1,0,34.2,229140,Auto,120,55.2,0
26,Married,0.0,Bachelor's,Employed,8.0,154455.0,36428.0,3780,462.0,0.294,52.0,4,2,2.7,0,0,52.5,321929,Personal,180,41.8,1
21,Single,0.0,PhD,Employed,3.0,553156.0,426867.0,12855,479.0,0.279,,3,3,1.7,0,0,53.7,1520012,Home,48,31.1,0
22,Married,1.0,Bachelor's,Self-Employed,1.0,119923.0,2393.0,2957,458.0,0.296,38.1,5,1,1.6,0,0,62.2,316157,Personal,36,25.9,1
28,Married,3.0,Bachelor's,Self-Employed,5.0,369871.0,205633.0,7161,483.0,0.232,74.7,7,3,6.3,0,0,54.1,321670,Education,180,30.3,1
25,Married,2.0,High School,Employed,7.0,295846.0,10167.0,7857,434.0,0.319,73.4,2,4,5.4,0,0,54.7,545014,Debt Consolidation,60,39.0,1
26,Single,1.0,PhD,Unemployed,4.0,117379.0,16540.0,1421,,0.145,99.2,4,1,5.4,0,0,46.0,312063,Debt Consolidation,36,39.9,1
19,Married,0.0,Master's,Employed,0.0,128021.0,6794.0,1602,400.0,0.15,33.0,6,1,0.4,0,0,23.7,208954,Home,60,36.7,1
26,Married,2.0,PhD,Employed,4.0,451796.0,508811.0,4554,441.0,0.121,44.5,6,1,5.9,0,0,56.1,227216,Home,36,35.4,1
22,Married,0.0,High School,Employed,2.0,134159.0,12090.0,1336,491.0,0.119,26.4,5,2,2.5,0,0,50.9,391500,Business,12,14.9,1
22,Single,0.0,Bachelor's,Employed,0.0,178425.0,6489.0,2114,316.0,0.142,47.9,4,3,1.9,1,1,12.2,200664,Home,60,50.9,0
22,Single,0.0,High School,Employed,1.0,199001.0,108097.0,4451,466.0,0.268,62.5,3,5,3.1,0,0,48.4,341261,Home,36,39.8,1
25,Married,2.0,High School,Employed,4.0,100000.0,4704.0,1385,427.0,0.166,32.9,3,2,4.1,1,0,25.8,52378,Education,24,39.0,1
22,Single,0.0,Master's,Employed,3.0,167975.0,107548.0,4520,471.0,0.323,16.3,3,3,3.2,0,0,56.5,418663,Debt Consolidation,12,21.0,1
20,Married,0.0,Bachelor's,Unemployed,2.0,100000.0,67386.0,1415,365.0,0.17,24.6,3,2,1.3,1,0,10.0,80478,Debt Consolidation,60,48.6,1
27,Married,2.0,Master's,Unemployed,5.0,100000.0,25496.0,408,519.0,0.049,67.8,6,0,7.2,0,0,57.6,195609,Auto,240,25.9,1
22,Single,1.0,Master's,Employed,3.0,220206.0,10706.0,3312,502.0,0.18,92.8,3,2,1.8,0,0,48.2,221926,Debt Consolidation,24,41.8,1
19,Single,0.0,Bachelor's,Employed,0.0,118135.0,4518.0,788,440.0,0.08,29.1,4,3,0.6,0,0,57.8,245848,Education,36,27.6,1
30,Divorced,1.0,Master's,Self-Employed,9.0,648746.0,402647.0,9202,385.0,0.17,71.7,7,1,8.7,0,1,53.2,1638659,Auto,120,44.3,1
22,Single,0.0,PhD,Unemployed,6.0,100000.0,17690.0,166,423.0,0.02,42.5,3,3,1.4,0,0,46.2,242619,Education,36,36.5,1
18,Single,0.0,Bachelor's,Unemployed,0.0,100000.0,5736.0,1094,534.0,0.131,51.2,7,2,0.0,0,1,48.1,159329,Home,60,38.9,1
22,Single,0.0,Bachelor's,Employed,4.0,299884.0,,3795,421.0,0.152,71.5,1,3,2.9,0,0,39.5,353018,Education,36,35.6,1
24,Single,0.0,Master's,Self-Employed,2.0,376787.0,11367.0,6670,430.0,0.212,73.4,4,2,3.1,0,0,46.9,719257,Home,12,32.8,1
24,Single,0.0,Master's,Employed,3.0,371232.0,212274.0,1547,544.0,0.05,53.3,8,0,4.3,1,0,34.0,754647,Education,48,34.5,1
22,Single,1.0,Bachelor's,Self-Employed,1.0,234030.0,34125.0,1665,435.0,0.085,25.7,3,1,2.8,0,0,63.9,486684,Education,48,21.5,1
27,Married,0.0,Master's,Employed,3.0,252153.0,78031.0,2906,460.0,0.138,48.3,1,3,2.9,0,0,48.4,456470,Business,120,38.2,1
27,Married,1.0,High School,Self-Employed,5.0,100000.0,3081.0,893,416.0,0.107,38.6,7,1,5.6,0,0,56.6,233294,Auto,180,25.8,1
19,Single,0.0,Bachelor's,Unemployed,0.0,100000.0,28712.0,948,343.0,0.114,41.8,6,2,0.6,0,0,28.7,196422,Education,48,36.7,1
25,Single,2.0,Master's,Employed,5.0,577211.0,25446.0,15131,469.0,0.315,25.0,3,2,2.7,0,1,51.5,1338559,Education,48,26.0,1
23,Married,,Master's,Self-Employed,5.0,312496.0,12431.0,3347,345.0,,59.5,4,0,1.6,0,0,39.6,228699,Business,120,35.1,1
24,Single,0.0,Bachelor's,Employed,4.0,157308.0,28049.0,2110,351.0,0.161,81.2,7,2,3.6,0,0,43.0,105670,Home,180,41.9,1
25,Married,0.0,Bachelor's,Employed,2.0,149999.0,2798.0,2569,,0.206,40.5,6,1,5.4,1,0,30.3,170210,Auto,60,45.3,1
20,Single,0.0,PhD,Employed,,275325.0,3596.0,1396,433.0,0.061,39.3,4,3,1.4,0,0,53.1,240726,Debt Consolidation,36,32.9,1
21,Single,1.0,High School,Unemployed,0.0,100000.0,62440.0,1571,496.0,0.189,26.6,3,2,1.4,0,0,69.6,180028,Debt Consolidation,12,24.2,1
26,Married,3.0,Master's,Self-Employed,5.0,159331.0,98735.0,1862,529.0,0.14,27.1,5,2,5.5,0,0,46.1,199535,Education,12,19.7,1
24,Single,0.0,Master's,Employed,2.0,543256.0,114033.0,8389,,0.185,58.9,7,4,2.6,0,0,66.2,1309702,Debt Consolidation,180,32.8,1
21,Single,0.0,Bachelor's,Employed,0.0,107552.0,4828.0,3134,369.0,0.35,57.2,3,2,2.0,0,0,36.9,198550,Auto,180,37.3,1
